Year,State,District,Rice,Wheat,Jowar,Pearl Millet,Maize,Barley,Chickpea,Groundnut,Sesamum,Sugarcane,Cotton
2014,Uttar Pradesh,Basti,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,3232,-1
2015,Uttar Pradesh,Basti,-1.0,1456,1120,1425,1081,-1,-1,-1,-1,3500,-1
2003,Uttar Pradesh,Azamgarh,-1.0,-1,-1,-1,-1,664,-1,-1,-1,-1,-1
2004,Uttar Pradesh,Azamgarh,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,Uttar Pradesh,Azamgarh,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2006,Uttar Pradesh,Azamgarh,-1.0,928,-1,-1,732,874,3031,-1,-1,-1,-1
2007,Uttar Pradesh,Azamgarh,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,Uttar Pradesh,Azamgarh,-1.0,925,-1,-1,675,902,2919,-1,-1,-1,-1
2009,Uttar Pradesh,Azamgarh,-1.0,925,-1,-1,-1,894,-1,-1,-1,-1,-1
2010,Uttar Pradesh,Azamgarh,-1.0,1150,-1,-1,-1,1025,2981,-1,-1,-1,-1
2011,Uttar Pradesh,Azamgarh,-1.0,1200,-1,-1,800,1000,4500,-1,-1,-1,-1
2012,Uttar Pradesh,Azamgarh,-1.0,1300,-1,-1,1200,1200,4625,-1,-1,-1,-1
2013,Uttar Pradesh,Azamgarh,-1.0,1326,-1,-1,979,1136,3925,-1,-1,-1,-1
2014,Uttar Pradesh,Azamgarh,-1.0,-1,-1,-1,1125,1125,4339,-1,-1,-1,-1
2015,Uttar Pradesh,Azamgarh,-1.0,1413,1000,3500,1480,1445,4113,-1,-1,-1,6500
2003,Uttar Pradesh,Lucknow,841.0,-1,536,509,508,664,-1,2285,2745,-1,-1
2004,Uttar Pradesh,Lucknow,859.0,-1,536,484,490,-1,-1,-1,3097,-1,-1
2006,Uttar Pradesh,Lucknow,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,Uttar Pradesh,Lucknow,-1.0,-1,671,-1,-1,-1,-1,-1,-1,-1,-1
2008,Uttar Pradesh,Lucknow,-1.0,-1,-1,-1,763,1034,-1,-1,-1,-1,-1
2009,Uttar Pradesh,Lucknow,-1.0,-1,-1,-1,-1,894,-1,-1,-1,-1,-1
2010,Uttar Pradesh,Lucknow,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Uttar Pradesh,Lucknow,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Uttar Pradesh,Lucknow,-1.0,1180,-1,-1,-1,-1,-1,-1,-1,-1,-1
2003,Uttar Pradesh,Unnao,817.0,-1,550,501,437,664,-1,3546,3227,-1,-1
2004,Uttar Pradesh,Unnao,834.0,606,550,477,487,-1,-1,1528,2538,-1,-1
2006,Uttar Pradesh,Unnao,-1.0,838,521,-1,429,638,-1,-1,-1,-1,-1
2007,Uttar Pradesh,Unnao,-1.0,1028,560,-1,446,851,-1,1589,-1,-1,-1
2008,Uttar Pradesh,Unnao,-1.0,953,-1,-1,-1,913,-1,2756,4850,-1,-1
2009,Uttar Pradesh,Unnao,-1.0,1049,-1,-1,850,975,-1,-1,4650,-1,-1
2010,Uttar Pradesh,Unnao,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Uttar Pradesh,Unnao,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Uttar Pradesh,Unnao,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2003,Uttar Pradesh,Rae-Bareily,856.0,-1,510,445,-1,664,-1,1980,2575,-1,-1
2004,Uttar Pradesh,Rae-Bareily,874.0,-1,510,424,-1,-1,-1,-1,-1,-1,-1
2006,Uttar Pradesh,Rae-Bareily,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,Uttar Pradesh,Rae-Bareily,-1.0,906,-1,-1,-1,1185,2000,-1,-1,-1,-1
2008,Uttar Pradesh,Rae-Bareily,-1.0,1031,656,-1,787,2444,3075,3113,6287,-1,-1
2009,Uttar Pradesh,Rae-Bareily,-1.0,-1,991,-1,-1,894,-1,3163,6213,-1,-1
2010,Uttar Pradesh,Rae-Bareily,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Uttar Pradesh,Rae-Bareily,-1.0,-1,864,-1,-1,-1,-1,-1,-1,-1,-1
2012,Uttar Pradesh,Rae-Bareily,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2003,Uttar Pradesh,Sitapur,788.0,-1,669,486,584,664,-1,1740,-1,-1,-1
2004,Uttar Pradesh,Sitapur,805.0,-1,669,462,516,-1,-1,1279,2053,1187,-1
2006,Uttar Pradesh,Sitapur,-1.0,849,-1,-1,-1,657,-1,-1,-1,-1,-1
2007,Uttar Pradesh,Sitapur,-1.0,983,-1,-1,144,831,-1,-1,-1,1038,-1
2008,Uttar Pradesh,Sitapur,-1.0,921,728,-1,598,902,-1,3413,5950,-1,-1
2009,Uttar Pradesh,Sitapur,-1.0,990,-1,-1,869,893,-1,3088,8200,-1,-1
2010,Uttar Pradesh,Sitapur,-1.0,1012,-1,-1,792,888,-1,2534,4589,2644,-1
2011,Uttar Pradesh,Sitapur,-1.0,1103,-1,-1,939,-1,5011,2656,5369,2873,-1
2012,Uttar Pradesh,Sitapur,-1.0,1155,1029,-1,1085,-1,-1,2800,8099,2884,-1
2013,Uttar Pradesh,Sitapur,-1.0,1225,1101,-1,1031,1316,3898,4246,7454,2972,-1
2014,Uttar Pradesh,Sitapur,-1.0,-1,1199,-1,1154,-1,4389,4849,7112,3035,-1
2015,Uttar Pradesh,Sitapur,-1.0,1374,1180,-1,1255,-1,-1,3800,7450,2950,-1
2003,Uttar Pradesh,Hardoi,859.0,-1,451,411,451,664,-1,2452,-1,-1,-1
2004,Uttar Pradesh,Hardoi,877.0,628,-1,391,441,-1,1489,1895,1905,921,-1
2006,Uttar Pradesh,Hardoi,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,Uttar Pradesh,Hardoi,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,Uttar Pradesh,Hardoi,-1.0,-1,686,-1,-1,1034,-1,2393,4758,-1,-1
2009,Uttar Pradesh,Hardoi,-1.0,995,828,-1,890,888,2630,-1,-1,-1,-1
2010,Uttar Pradesh,Hardoi,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Uttar Pradesh,Hardoi,-1.0,1028,-1,-1,856,-1,2842,3023,-1,2728,-1
2012,Uttar Pradesh,Hardoi,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2013,Uttar Pradesh,Hardoi,-1.0,-1,-1,-1,1024,-1,-1,3890,-1,2828,-1
2014,Uttar Pradesh,Hardoi,-1.0,-1,-1,-1,1166,-1,-1,4372,-1,2988,-1
2015,Uttar Pradesh,Hardoi,-1.0,1184,1255,-1,1152,-1,-1,-1,7200,2800,-1
2003,Uttar Pradesh,Kheri,782.0,-1,488,-1,535,664,-1,2228,-1,-1,-1
2004,Uttar Pradesh,Kheri,798.0,510,488,-1,488,-1,-1,1300,-1,1175,-1
2006,Uttar Pradesh,Kheri,-1.0,-1,-1,-1,-1,-1,-1,3106,-1,1050,-1
2007,Uttar Pradesh,Kheri,-1.0,951,-1,-1,733,-1,-1,3106,-1,1038,-1
2008,Uttar Pradesh,Kheri,-1.0,-1,-1,-1,-1,1034,-1,-1,-1,-1,-1
2009,Uttar Pradesh,Kheri,-1.0,959,-1,-1,-1,894,-1,3098,5499,-1,-1
2010,Uttar Pradesh,Kheri,-1.0,996,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Uttar Pradesh,Kheri,-1.0,1119,-1,-1,936,-1,-1,2831,3494,2804,-1
2012,Uttar Pradesh,Kheri,-1.0,1146,-1,-1,1109,-1,-1,2699,-1,2883,-1
2013,Uttar Pradesh,Kheri,-1.0,1254,-1,-1,1103,1216,4210,4457,7558,2956,-1
2014,Uttar Pradesh,Kheri,-1.0,-1,-1,-1,1188,1216,4315,4302,7002,3042,-1
2003,Uttar Pradesh,Faizabad,901.0,-1,442,-1,600,664,-1,-1,-1,-1,-1
2004,Uttar Pradesh,Faizabad,920.0,-1,442,516,579,-1,-1,-1,-1,-1,-1
2005,Uttar Pradesh,Faizabad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2006,Uttar Pradesh,Faizabad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,Uttar Pradesh,Faizabad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,Uttar Pradesh,Faizabad,-1.0,-1,-1,-1,-1,1034,-1,-1,-1,-1,-1
2009,Uttar Pradesh,Faizabad,-1.0,-1,-1,-1,-1,894,-1,-1,-1,-1,-1
2010,Uttar Pradesh,Faizabad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Uttar Pradesh,Faizabad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Uttar Pradesh,Faizabad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2003,Uttar Pradesh,Gonda,-1.0,-1,-1,-1,-1,664,-1,-1,-1,-1,-1
2004,Uttar Pradesh,Gonda,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2006,Uttar Pradesh,Gonda,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,Uttar Pradesh,Gonda,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,Uttar Pradesh,Gonda,-1.0,-1,-1,-1,-1,1034,-1,-1,-1,-1,-1
2009,Uttar Pradesh,Gonda,-1.0,-1,-1,-1,-1,894,-1,-1,-1,-1,-1
2010,Uttar Pradesh,Gonda,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Uttar Pradesh,Gonda,-1.0,1077,-1,-1,948,-1,4031,-1,-1,2959,-1
2012,Uttar Pradesh,Gonda,-1.0,1164,-1,-1,966,-1,3861,-1,-1,3116,-1
2013,Uttar Pradesh,Gonda,-1.0,-1,-1,-1,1031,-1,-1,-1,-1,3216,-1
2014,Uttar Pradesh,Gonda,-1.0,-1,-1,-1,1188,-1,-1,-1,-1,3297,-1
2015,Uttar Pradesh,Gonda,-1.0,1409,-1,-1,-1,-1,5444,-1,-1,3140,-1
2003,Uttar Pradesh,Bahraich,-1.0,-1,-1,-1,-1,664,-1,-1,-1,-1,-1
2004,Uttar Pradesh,Bahraich,-1.0,543,-1,-1,436,-1,-1,1988,-1,1125,-1
2005,Uttar Pradesh,Bahraich,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2006,Uttar Pradesh,Bahraich,-1.0,913,-1,-1,624,-1,-1,2546,-1,1543,-1
2007,Uttar Pradesh,Bahraich,-1.0,958,-1,-1,906,-1,-1,2467,-1,1147,-1
2008,Uttar Pradesh,Bahraich,-1.0,928,-1,-1,684,1034,-1,2753,-1,-1,-1
2009,Uttar Pradesh,Bahraich,-1.0,991,-1,-1,848,894,-1,3280,-1,-1,-1
2010,Uttar Pradesh,Bahraich,-1.0,-1,-1,-1,854,-1,-1,3532,-1,2995,-1
2011,Uttar Pradesh,Bahraich,-1.0,1043,-1,-1,859,-1,-1,3832,-1,2812,-1
2012,Uttar Pradesh,Bahraich,-1.0,1241,-1,-1,1093,-1,-1,-1,-1,3128,-1
2013,Uttar Pradesh,Bahraich,-1.0,-1,-1,-1,1023,-1,-1,4312,-1,2963,-1
2014,Uttar Pradesh,Bahraich,-1.0,-1,-1,-1,1239,-1,-1,4356,-1,3006,-1
2015,Uttar Pradesh,Bahraich,-1.0,1434,-1,-1,1180,-1,-1,-1,-1,-1,-1
2003,Uttar Pradesh,Sultanpur,601.0,-1,464,-1,-1,664,-1,-1,-1,-1,-1
2004,Uttar Pradesh,Sultanpur,614.0,-1,464,-1,-1,-1,-1,-1,-1,-1,-1
2006,Uttar Pradesh,Sultanpur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,Uttar Pradesh,Sultanpur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,Uttar Pradesh,Sultanpur,-1.0,940,698,-1,-1,1000,2681,-1,-1,-1,-1
2009,Uttar Pradesh,Sultanpur,-1.0,1011,749,-1,-1,990,2401,-1,-1,-1,-1
2010,Uttar Pradesh,Sultanpur,-1.0,1044,786,-1,-1,1036,2445,-1,-1,-1,-1
2011,Uttar Pradesh,Sultanpur,-1.0,1052,814,-1,885,-1,-1,-1,-1,3234,-1
2012,Uttar Pradesh,Sultanpur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2013,Uttar Pradesh,Sultanpur,-1.0,1433,1132,-1,1027,1315,3999,-1,-1,3336,-1
2014,Uttar Pradesh,Sultanpur,-1.0,-1,1096,-1,1200,1410,4257,-1,-1,3432,-1
2003,Uttar Pradesh,Pratapgarh,763.0,-1,600,520,-1,664,-1,-1,-1,-1,-1
2004,Uttar Pradesh,Pratapgarh,780.0,655,-1,405,-1,-1,1702,-1,-1,-1,-1
2006,Uttar Pradesh,Pratapgarh,-1.0,813,513,624,-1,619,1961,-1,-1,-1,-1
2007,Uttar Pradesh,Pratapgarh,-1.0,-1,673,640,-1,-1,-1,-1,-1,-1,-1
2008,Uttar Pradesh,Pratapgarh,-1.0,899,642,696,-1,691,2498,-1,-1,-1,-1
2009,Uttar Pradesh,Pratapgarh,-1.0,1000,-1,-1,-1,886,1873,-1,-1,-1,-1
2010,Uttar Pradesh,Pratapgarh,-1.0,1143,783,790,-1,1080,3171,-1,-1,-1,-1
2011,Uttar Pradesh,Pratapgarh,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Uttar Pradesh,Pratapgarh,-1.0,-1,604,625,-1,1195,2533,-1,-1,-1,-1
2013,Uttar Pradesh,Pratapgarh,-1.0,1256,-1,-1,-1,1118,4851,-1,-1,-1,-1
2014,Uttar Pradesh,Pratapgarh,-1.0,-1,-1,-1,-1,1202,4659,-1,-1,-1,-1
2003,Uttar Pradesh,Barabanki,808.0,-1,575,-1,501,664,-1,-1,-1,-1,-1
2004,Uttar Pradesh,Barabanki,825.0,-1,576,-1,483,-1,-1,-1,-1,-1,-1
2005,Uttar Pradesh,Barabanki,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2006,Uttar Pradesh,Barabanki,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,Uttar Pradesh,Barabanki,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,Uttar Pradesh,Barabanki,-1.0,-1,-1,-1,-1,1034,-1,-1,-1,-1,-1
2009,Uttar Pradesh,Barabanki,-1.0,-1,-1,-1,-1,894,-1,-1,-1,-1,-1
2010,Uttar Pradesh,Barabanki,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Uttar Pradesh,Barabanki,-1.0,1019,841,800,-1,-1,3206,-1,-1,3154,-1
2012,Uttar Pradesh,Barabanki,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2013,Uttar Pradesh,Barabanki,-1.0,-1,1128,1120,-1,-1,-1,-1,-1,3155,-1
2014,Uttar Pradesh,Barabanki,-1.0,-1,1127,1889,-1,-1,-1,-1,-1,3100,-1
2010,Uttarakhand,Nainital,-1.0,1119,-1,-1,1018,-1,-1,-1,-1,3031,-1
2011,Uttarakhand,Nainital,-1.0,1254,-1,-1,1065,-1,-1,-1,-1,2372,-1
2012,Uttarakhand,Nainital,-1.0,1480,-1,-1,1415,-1,-1,-1,-1,3650,-1
2013,Uttarakhand,Nainital,-1.0,1480,-1,-1,1233,-1,-1,-1,-1,3223,-1
2014,Uttarakhand,Nainital,-1.0,1467,-1,-1,1221,-1,-1,-1,-1,3234,-1
2015,Uttarakhand,Nainital,-1.0,1775,-1,-1,1227,-1,-1,-1,-1,3221,-1
2010,Uttarakhand,Almorah,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Uttarakhand,Almorah,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Uttarakhand,Almorah,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2010,Uttarakhand,Garhwal,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Uttarakhand,Garhwal,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,3083,-1
2012,Uttarakhand,Garhwal,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2010,Uttarakhand,Dehradun,-1.0,-1,-1,-1,947,1087,-1,-1,-1,-1,-1
2011,Uttarakhand,Dehradun,-1.0,1259,-1,-1,1056,1349,-1,-1,-1,-1,-1
2012,Uttarakhand,Dehradun,-1.0,1345,-1,-1,1238,1540,-1,-1,-1,-1,-1
2013,Uttarakhand,Dehradun,-1.0,1558,-1,-1,1542,1546,-1,-1,-1,-1,-1
2014,Uttarakhand,Dehradun,-1.0,1563,-1,-1,1522,1556,-1,-1,-1,-1,-1
2015,Uttarakhand,Dehradun,-1.0,1568,-1,-1,-1,1561,-1,-1,-1,-1,-1
2003,Assam,Cachar,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2004,Assam,Cachar,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,Assam,Cachar,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2006,Assam,Cachar,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,Assam,Cachar,-1.0,-1,-1,-1,900,-1,-1,-1,-1,-1,-1
2008,Assam,Cachar,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2009,Assam,Cachar,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2010,Assam,Cachar,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Assam,Cachar,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,3500,-1
2012,Assam,Cachar,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,3700,-1
2013,Assam,Cachar,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,3738,-1
2014,Assam,Cachar,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2015,Assam,Cachar,-1.0,-1,-1,-1,1151,-1,-1,-1,-1,3876,-1
2003,Assam,Darrang,-1.0,-1,-1,-1,-1,-1,-1,-1,2286,-1,-1
2004,Assam,Darrang,-1.0,-1,-1,-1,-1,-1,-1,-1,2578,-1,-1
2005,Assam,Darrang,-1.0,-1,-1,-1,-1,-1,-1,-1,3133,-1,-1
2006,Assam,Darrang,-1.0,-1,-1,-1,-1,-1,-1,-1,3100,-1,-1
2007,Assam,Darrang,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,Assam,Darrang,-1.0,-1,-1,-1,-1,-1,-1,-1,4825,-1,-1
2009,Assam,Darrang,-1.0,-1,-1,-1,687,-1,-1,-1,-1,-1,-1
2010,Assam,Darrang,-1.0,-1,-1,-1,750,-1,-1,-1,-1,3508,4180
2011,Assam,Darrang,-1.0,-1,-1,-1,713,-1,-1,-1,-1,3773,-1
2012,Assam,Darrang,-1.0,-1,-1,-1,-1,-1,-1,-1,6349,4034,4734
2013,Assam,Darrang,-1.0,1244,-1,-1,1094,-1,4112,-1,6293,4065,4725
2014,Assam,Darrang,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,4078,4751
2015,Assam,Darrang,4075.0,1436,-1,-1,-1,-1,-1,-1,6179,4085,-1
2003,Assam,Dibrugarh,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,1600,-1
2004,Assam,Dibrugarh,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,Assam,Dibrugarh,-1.0,-1,-1,-1,2400,-1,-1,-1,-1,-1,-1
2006,Assam,Dibrugarh,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,Assam,Dibrugarh,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,Assam,Dibrugarh,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2009,Assam,Dibrugarh,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2010,Assam,Dibrugarh,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,3000,-1
2011,Assam,Dibrugarh,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Assam,Dibrugarh,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,3688,-1
2013,Assam,Dibrugarh,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2014,Assam,Dibrugarh,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2015,Assam,Dibrugarh,-1.0,-1,-1,-1,-1,-1,-1,-1,5919,-1,-1
2003,Assam,Goalpara,-1.0,738,-1,-1,-1,-1,-1,-1,-1,-1,-1
2004,Assam,Goalpara,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,1860,-1
2005,Assam,Goalpara,-1.0,814,-1,-1,-1,-1,-1,-1,-1,-1,-1
2006,Assam,Goalpara,-1.0,750,-1,-1,-1,-1,-1,-1,-1,2433,-1
2007,Assam,Goalpara,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,Assam,Goalpara,-1.0,1013,-1,-1,-1,-1,-1,-1,-1,548,-1
2009,Assam,Goalpara,-1.0,1079,-1,-1,-1,-1,-1,-1,-1,724,-1
2010,Assam,Goalpara,-1.0,1071,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Assam,Goalpara,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Assam,Goalpara,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2013,Assam,Goalpara,-1.0,1265,-1,-1,-1,-1,-1,-1,-1,3976,-1
2014,Assam,Goalpara,-1.0,1371,-1,-1,-1,-1,-1,-1,-1,-1,-1
2015,Assam,Goalpara,-1.0,1464,-1,-1,-1,-1,-1,-1,6537,-1,-1
2003,Assam,Kamrup,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,738,-1
2004,Assam,Kamrup,-1.0,-1,-1,-1,1450,-1,-1,-1,-1,-1,-1
2005,Assam,Kamrup,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2006,Assam,Kamrup,-1.0,-1,-1,-1,1450,-1,-1,-1,-1,-1,-1
2007,Assam,Kamrup,-1.0,1175,-1,-1,-1,-1,3058,-1,4762,1588,-1
2008,Assam,Kamrup,-1.0,885,-1,-1,-1,-1,-1,-1,5438,483,-1
2009,Assam,Kamrup,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,575,-1
2010,Assam,Kamrup,-1.0,-1,-1,-1,-1,-1,-1,-1,5574,2580,-1
2011,Assam,Kamrup,-1.0,1150,-1,-1,-1,-1,-1,-1,5730,3520,4575
2012,Assam,Kamrup,-1.0,-1,-1,-1,1038,-1,-1,-1,6000,3795,-1
2013,Assam,Kamrup,-1.0,1274,-1,-1,1058,-1,4013,-1,5956,3858,4601
2014,Assam,Kamrup,-1.0,1375,-1,-1,-1,-1,4073,-1,5985,3872,-1
2015,Assam,Kamrup,-1.0,1468,-1,-1,1117,-1,4299,-1,6001,3880,-1
2003,Assam,Karbi Anglong,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2004,Assam,Karbi Anglong,-1.0,-1,-1,-1,-1,-1,-1,-1,2000,2500,-1
2005,Assam,Karbi Anglong,-1.0,1540,-1,-1,1022,-1,2481,-1,2871,1971,4278
2006,Assam,Karbi Anglong,-1.0,-1,-1,-1,-1,-1,2400,-1,-1,-1,-1
2007,Assam,Karbi Anglong,-1.0,1084,-1,-1,787,-1,2524,-1,3239,1983,3892
2008,Assam,Karbi Anglong,-1.0,1129,-1,-1,872,-1,-1,-1,5306,667,3246
2009,Assam,Karbi Anglong,-1.0,971,-1,-1,882,-1,3746,-1,-1,851,-1
2010,Assam,Karbi Anglong,-1.0,987,-1,-1,894,-1,3689,-1,9382,4028,-1
2011,Assam,Karbi Anglong,-1.0,925,-1,-1,885,-1,4140,-1,6200,3975,4525
2012,Assam,Karbi Anglong,-1.0,-1,-1,-1,1005,-1,-1,-1,-1,-1,-1
2013,Assam,Karbi Anglong,-1.0,-1,-1,-1,1000,-1,-1,-1,6247,-1,-1
2014,Assam,Karbi Anglong,-1.0,1351,-1,-1,1014,-1,4173,-1,6274,3754,-1
2015,Assam,Karbi Anglong,-1.0,1446,-1,-1,1060,-1,4397,-1,6288,3762,-1
2003,Assam,Lakhimpur,-1.0,-1,-1,-1,-1,-1,-1,-1,2508,-1,-1
2004,Assam,Lakhimpur,-1.0,-1,-1,-1,-1,-1,-1,-1,3333,-1,-1
2005,Assam,Lakhimpur,-1.0,-1,-1,-1,-1,-1,-1,-1,2322,-1,-1
2006,Assam,Lakhimpur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,Assam,Lakhimpur,-1.0,-1,-1,-1,-1,-1,-1,-1,3015,1801,-1
2008,Assam,Lakhimpur,-1.0,-1,-1,-1,-1,-1,-1,-1,5033,500,-1
2009,Assam,Lakhimpur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1
2010,Assam,Lakhimpur,-1.0,-1,-1,-1,-1,-1,-1,-1,5067,3400,-1
2011,Assam,Lakhimpur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,3942,-1
2012,Assam,Lakhimpur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2014,Assam,Lakhimpur,-1.0,-1,-1,-1,-1,-1,-1,-1,6108,4118,-1
2015,Assam,Lakhimpur,-1.0,-1,-1,-1,-1,-1,-1,-1,6122,4125,-1
2003,Assam,North Cachar Hil / Dima hasao,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2004,Assam,North Cachar Hil / Dima hasao,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,Assam,North Cachar Hil / Dima hasao,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2006,Assam,North Cachar Hil / Dima hasao,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,Assam,North Cachar Hil / Dima hasao,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,Assam,North Cachar Hil / Dima hasao,-1.0,-1,-1,-1,-1,-1,-1,-1,6000,-1,-1
2009,Assam,North Cachar Hil / Dima hasao,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2010,Assam,North Cachar Hil / Dima hasao,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Assam,North Cachar Hil / Dima hasao,-1.0,995,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Assam,North Cachar Hil / Dima hasao,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2014,Assam,North Cachar Hil / Dima hasao,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2015,Assam,North Cachar Hil / Dima hasao,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2003,Assam,Nagaon,-1.0,-1,-1,-1,-1,-1,-1,-1,1000,-1,-1
2004,Assam,Nagaon,-1.0,900,-1,-1,-1,-1,-1,-1,3000,2100,-1
2005,Assam,Nagaon,-1.0,976,-1,-1,2400,-1,-1,-1,3000,2150,-1
2006,Assam,Nagaon,-1.0,1200,-1,-1,-1,-1,-1,-1,3000,2300,-1
